Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-04-13 00:00:00+00:00,67147.71875,67147.71875,66996.8359375,66996.8359375,77352960,0.0,0.0,BTC-USD
2024-04-13 00:15:00+00:00,66991.1015625,67008.2109375,66934.2109375,66946.125,31854592,0.0,0.0,BTC-USD
2024-04-13 00:30:00+00:00,66998.3046875,67087.3125,66804.3203125,66804.3203125,88526848,0.0,0.0,BTC-USD
2024-04-13 00:45:00+00:00,66804.8359375,66927.953125,66804.8359375,66902.9765625,152948736,0.0,0.0,BTC-USD
2024-04-13 01:00:00+00:00,66923.1640625,66923.1640625,66507.5859375,66507.5859375,170561536,0.0,0.0,BTC-USD
2024-04-13 01:15:00+00:00,66530.296875,66635.2578125,66476.1875,66563.4296875,296075264,0.0,0.0,BTC-USD
2024-04-13 01:30:00+00:00,66579.0703125,66579.0703125,66162.0390625,66310.203125,406204416,0.0,0.0,BTC-USD
2024-04-13 01:45:00+00:00,66289.328125,66306.734375,65809.25,65809.25,494624768,0.0,0.0,BTC-USD
2024-04-13 02:00:00+00:00,65898.859375,66406.40625,65898.859375,66406.40625,501760000,0.0,0.0,BTC-USD
2024-04-13 02:15:00+00:00,66411.109375,66535.359375,66323.4609375,66504.2890625,155013120,0.0,0.0,BTC-USD
2024-04-13 02:30:00+00:00,66513.328125,66513.328125,66350.5390625,66505.4375,141516800,0.0,0.0,BTC-USD
2024-04-13 02:45:00+00:00,66496.9609375,66557.4765625,66482.5546875,66500.890625,92323840,0.0,0.0,BTC-USD
2024-04-13 03:00:00+00:00,66534.3203125,66711.5390625,66510.8515625,66561.59375,66670592,0.0,0.0,BTC-USD
2024-04-13 03:15:00+00:00,66558.9921875,66722.390625,66558.9921875,66716.328125,96894976,0.0,0.0,BTC-USD
2024-04-13 03:30:00+00:00,66768.71875,67000.6875,66754.6015625,66937.5,112947200,0.0,0.0,BTC-USD
2024-04-13 03:45:00+00:00,66985.0234375,67163.1953125,66958.1875,67138.65625,85254144,0.0,0.0,BTC-USD
2024-04-13 04:00:00+00:00,67156.96875,67196.734375,67046.390625,67152.34375,53284864,0.0,0.0,BTC-USD
2024-04-13 04:15:00+00:00,67183.3046875,67342.78125,67141.75,67342.78125,223674368,0.0,0.0,BTC-USD
2024-04-13 04:30:00+00:00,67378.5625,67609.5703125,67320.9609375,67609.5703125,220991488,0.0,0.0,BTC-USD
2024-04-13 04:45:00+00:00,67706.96875,67886.71875,67583.296875,67583.296875,275451904,0.0,0.0,BTC-USD
2024-04-13 05:00:00+00:00,67589.9375,67855.3203125,67589.9375,67808.6796875,296370176,0.0,0.0,BTC-USD
2024-04-13 05:15:00+00:00,67769.9140625,67769.9140625,67647.1328125,67658.40625,102539264,0.0,0.0,BTC-USD
2024-04-13 05:30:00+00:00,67693.7109375,67693.7109375,67440.1015625,67526.7265625,162889728,0.0,0.0,BTC-USD
2024-04-13 05:45:00+00:00,67530.4609375,67562.4296875,67374.2109375,67374.2109375,61558784,0.0,0.0,BTC-USD
2024-04-13 06:00:00+00:00,67366.640625,67494.53125,67366.640625,67493.296875,90411008,0.0,0.0,BTC-USD
2024-04-13 06:15:00+00:00,67409.390625,67409.390625,67302.78125,67380.4609375,27353088,0.0,0.0,BTC-USD
2024-04-13 06:30:00+00:00,67395.9375,67447.5703125,67298.2265625,67433.671875,37036032,0.0,0.0,BTC-USD
2024-04-13 06:45:00+00:00,67438.4453125,67496.9375,67332.5546875,67496.9375,51691520,0.0,0.0,BTC-USD
2024-04-13 07:00:00+00:00,67493.234375,67553.6171875,67425.6875,67425.6875,61202432,0.0,0.0,BTC-USD
2024-04-13 07:15:00+00:00,67400.6953125,67400.6953125,67171.0703125,67337.5625,86204416,0.0,0.0,BTC-USD
2024-04-13 07:30:00+00:00,67353.359375,67515.53125,67339.890625,67472.921875,60334080,0.0,0.0,BTC-USD
2024-04-13 07:45:00+00:00,67466.9453125,67519.5078125,67402.0390625,67430.4375,0,0.0,0.0,BTC-USD
2024-04-13 08:00:00+00:00,67473.734375,67473.734375,67243.2421875,67243.2421875,13955072,0.0,0.0,BTC-USD
2024-04-13 08:15:00+00:00,67252.1953125,67390.03125,67216.796875,67390.03125,19795968,0.0,0.0,BTC-USD
2024-04-13 08:30:00+00:00,67390.25,67390.3125,67292.6484375,67295.328125,27996160,0.0,0.0,BTC-USD
2024-04-13 08:45:00+00:00,67285.890625,67285.890625,67116.1171875,67193.203125,32796672,0.0,0.0,BTC-USD
