Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-04-14 00:00:00+00:00,2.1170506477355957,2.123392343521118,2.1170506477355957,2.123392343521118,1370048,0.0,0.0,OP-USD
2024-04-14 00:15:00+00:00,2.115252733230591,2.115252733230591,2.066274404525757,2.066274404525757,835072,0.0,0.0,OP-USD
2024-04-14 00:30:00+00:00,2.098829746246338,2.105029582977295,2.0925629138946533,2.105029582977295,8037568,0.0,0.0,OP-USD
2024-04-14 00:45:00+00:00,2.118258237838745,2.118258237838745,2.105025053024292,2.105025053024292,3519552,0.0,0.0,OP-USD
2024-04-14 01:00:00+00:00,2.103837490081787,2.103837490081787,2.086716890335083,2.086716890335083,975488,0.0,0.0,OP-USD
2024-04-14 01:15:00+00:00,2.0935258865356445,2.1170108318328857,2.0935258865356445,2.1170108318328857,5231552,0.0,0.0,OP-USD
2024-04-14 01:30:00+00:00,2.121155023574829,2.127854108810425,2.121155023574829,2.122858762741089,2769216,0.0,0.0,OP-USD
2024-04-14 01:45:00+00:00,2.1217353343963623,2.1335842609405518,2.1202032566070557,2.1335842609405518,608640,0.0,0.0,OP-USD
2024-04-14 02:00:00+00:00,2.1286780834198,2.1286780834198,2.1182777881622314,2.1182777881622314,0,0.0,0.0,OP-USD
2024-04-14 02:15:00+00:00,2.1137917041778564,2.1147844791412354,2.1106772422790527,2.1147844791412354,621056,0.0,0.0,OP-USD
2024-04-14 02:30:00+00:00,2.11313533782959,2.116405725479126,2.11313533782959,2.116405725479126,608256,0.0,0.0,OP-USD
2024-04-14 02:45:00+00:00,2.1179327964782715,2.1429386138916016,2.1179327964782715,2.1429386138916016,2629696,0.0,0.0,OP-USD
2024-04-14 03:00:00+00:00,2.1380562782287598,2.1380562782287598,2.104616641998291,2.104616641998291,267840,0.0,0.0,OP-USD
2024-04-14 03:15:00+00:00,2.099684953689575,2.114154577255249,2.099684953689575,2.1035821437835693,4869312,0.0,0.0,OP-USD
2024-04-14 03:30:00+00:00,2.099621057510376,2.127095937728882,2.099621057510376,2.127095937728882,3983872,0.0,0.0,OP-USD
