Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-04-13 00:00:00+00:00,0.7665854692459106,0.7665854692459106,0.7642882466316223,0.7650068998336792,2342592,0.0,0.0,MATIC-USD
2024-04-13 00:15:00+00:00,0.7649352550506592,0.7684201002120972,0.7649352550506592,0.7671416401863098,6342400,0.0,0.0,MATIC-USD
2024-04-13 00:30:00+00:00,0.7681417465209961,0.7699604034423828,0.7629647254943848,0.7629647254943848,3804288,0.0,0.0,MATIC-USD
2024-04-13 00:45:00+00:00,0.7629384398460388,0.7647957801818848,0.7629384398460388,0.7645664811134338,2758528,0.0,0.0,MATIC-USD
2024-04-13 01:00:00+00:00,0.7644668817520142,0.7644668817520142,0.7602172493934631,0.7602227330207825,5218048,0.0,0.0,MATIC-USD
2024-04-13 01:15:00+00:00,0.76031094789505,0.76031094789505,0.7591408491134644,0.7591408491134644,2849536,0.0,0.0,MATIC-USD
2024-04-13 01:30:00+00:00,0.759036123752594,0.759036123752594,0.7528996467590332,0.7528996467590332,4230464,0.0,0.0,MATIC-USD
2024-04-13 01:45:00+00:00,0.7529096007347107,0.7529096007347107,0.7422789931297302,0.7426990270614624,5469504,0.0,0.0,MATIC-USD
2024-04-13 02:00:00+00:00,0.7427455186843872,0.7487321496009827,0.7427455186843872,0.7487321496009827,7723264,0.0,0.0,MATIC-USD
2024-04-13 02:15:00+00:00,0.7485489249229431,0.7511125206947327,0.7458785772323608,0.7511125206947327,4018048,0.0,0.0,MATIC-USD
2024-04-13 02:30:00+00:00,0.7511553764343262,0.7529763579368591,0.7499399781227112,0.7529763579368591,2015872,0.0,0.0,MATIC-USD
2024-04-13 02:45:00+00:00,0.7533642053604126,0.7542870044708252,0.7511566877365112,0.7511566877365112,2962176,0.0,0.0,MATIC-USD
2024-04-13 03:00:00+00:00,0.7512550950050354,0.7527905106544495,0.7508329153060913,0.7509053945541382,2302976,0.0,0.0,MATIC-USD
2024-04-13 03:15:00+00:00,0.7508143186569214,0.7527610063552856,0.7501205205917358,0.752170979976654,1631616,0.0,0.0,MATIC-USD
2024-04-13 03:30:00+00:00,0.7524762153625488,0.7579459547996521,0.7524762153625488,0.7573137879371643,4183808,0.0,0.0,MATIC-USD
2024-04-13 03:45:00+00:00,0.7574712634086609,0.7577183842658997,0.7562528848648071,0.7576074004173279,1746432,0.0,0.0,MATIC-USD
2024-04-13 04:00:00+00:00,0.7577496767044067,0.7586693167686462,0.7562702894210815,0.7584582567214966,1655936,0.0,0.0,MATIC-USD
2024-04-13 04:15:00+00:00,0.7584089636802673,0.7609695196151733,0.7581754922866821,0.7609695196151733,2901952,0.0,0.0,MATIC-USD
2024-04-13 04:30:00+00:00,0.761225163936615,0.7651992440223694,0.761225163936615,0.7651992440223694,3747328,0.0,0.0,MATIC-USD
2024-04-13 04:45:00+00:00,0.7654275894165039,0.7692667245864868,0.7654275894165039,0.7685507535934448,3931008,0.0,0.0,MATIC-USD
2024-04-13 05:00:00+00:00,0.7686296105384827,0.771382212638855,0.7686296105384827,0.7701080441474915,2036160,0.0,0.0,MATIC-USD
2024-04-13 05:15:00+00:00,0.7699662446975708,0.772059440612793,0.769192636013031,0.7716224193572998,936000,0.0,0.0,MATIC-USD
2024-04-13 05:30:00+00:00,0.7716867327690125,0.7716867327690125,0.7681633830070496,0.7682197690010071,0,0.0,0.0,MATIC-USD
2024-04-13 05:45:00+00:00,0.7682179808616638,0.7682849764823914,0.7673770189285278,0.767876386642456,472832,0.0,0.0,MATIC-USD
2024-04-13 06:00:00+00:00,0.7677599787712097,0.7695368528366089,0.7672570943832397,0.7694641947746277,1330944,0.0,0.0,MATIC-USD
2024-04-13 06:15:00+00:00,0.769294023513794,0.769294023513794,0.767158567905426,0.7672779560089111,0,0.0,0.0,MATIC-USD
2024-04-13 06:30:00+00:00,0.7675968408584595,0.7710980176925659,0.7675968408584595,0.7710980176925659,2171072,0.0,0.0,MATIC-USD
2024-04-13 06:45:00+00:00,0.7709658145904541,0.7711718678474426,0.7700457572937012,0.7708631157875061,645120,0.0,0.0,MATIC-USD
2024-04-13 07:00:00+00:00,0.770846962928772,0.7719525694847107,0.7708230018615723,0.7708230018615723,1076032,0.0,0.0,MATIC-USD
2024-04-13 07:15:00+00:00,0.7706875801086426,0.7706875801086426,0.7662137746810913,0.7663424611091614,407360,0.0,0.0,MATIC-USD
2024-04-13 07:30:00+00:00,0.7663373351097107,0.76693195104599,0.7656676769256592,0.7665635347366333,400128,0.0,0.0,MATIC-USD
2024-04-13 07:45:00+00:00,0.7664127349853516,0.7664127349853516,0.7632918953895569,0.7635194063186646,848832,0.0,0.0,MATIC-USD
2024-04-13 08:00:00+00:00,0.7635850310325623,0.7635850310325623,0.7612507939338684,0.7612521648406982,252096,0.0,0.0,MATIC-USD
2024-04-13 08:15:00+00:00,0.7613434791564941,0.763607919216156,0.7613434791564941,0.763607919216156,1339968,0.0,0.0,MATIC-USD
2024-04-13 08:30:00+00:00,0.7637653946876526,0.7644163370132446,0.7622541785240173,0.7622541785240173,1454144,0.0,0.0,MATIC-USD
2024-04-13 08:45:00+00:00,0.7619311809539795,0.7619311809539795,0.7572733163833618,0.7577127814292908,1112832,0.0,0.0,MATIC-USD
2024-04-13 09:00:00+00:00,0.7576579451560974,0.7597777247428894,0.7573516368865967,0.75852370262146,2004352,0.0,0.0,MATIC-USD
2024-04-13 09:15:00+00:00,0.7585439682006836,0.7608846426010132,0.7576807737350464,0.7605383992195129,2603200,0.0,0.0,MATIC-USD
2024-04-13 09:30:00+00:00,0.760498046875,0.7622722387313843,0.7601757049560547,0.7613296508789062,1739648,0.0,0.0,MATIC-USD
2024-04-13 09:45:00+00:00,0.7612909078598022,0.7617650628089905,0.7602323889732361,0.7603579759597778,1432640,0.0,0.0,MATIC-USD
2024-04-13 10:00:00+00:00,0.7603728175163269,0.7611889243125916,0.7590330839157104,0.7611889243125916,3688256,0.0,0.0,MATIC-USD
2024-04-13 10:15:00+00:00,0.7611807584762573,0.7614748477935791,0.760971188545227,0.7611134648323059,1272704,0.0,0.0,MATIC-USD
2024-04-13 10:30:00+00:00,0.7609086036682129,0.7628655433654785,0.7608742713928223,0.7628433704376221,873728,0.0,0.0,MATIC-USD
2024-04-13 10:45:00+00:00,0.7627891898155212,0.764832079410553,0.7627891898155212,0.764832079410553,1784128,0.0,0.0,MATIC-USD
2024-04-13 11:00:00+00:00,0.7647695541381836,0.769478976726532,0.7647695541381836,0.7684119343757629,1652672,0.0,0.0,MATIC-USD
2024-04-13 11:15:00+00:00,0.7684245109558105,0.7684245109558105,0.7654807567596436,0.7654807567596436,473920,0.0,0.0,MATIC-USD
2024-04-13 11:30:00+00:00,0.7654226422309875,0.766071617603302,0.7646989822387695,0.7648627161979675,1343872,0.0,0.0,MATIC-USD
2024-04-13 11:45:00+00:00,0.7647349238395691,0.7650852203369141,0.7606455087661743,0.7610663175582886,904128,0.0,0.0,MATIC-USD
2024-04-13 12:00:00+00:00,0.7609007358551025,0.7612296938896179,0.7593810558319092,0.7593900561332703,1281344,0.0,0.0,MATIC-USD
2024-04-13 12:15:00+00:00,0.7594512701034546,0.7604402899742126,0.7593687176704407,0.7604252099990845,67072,0.0,0.0,MATIC-USD
2024-04-13 12:30:00+00:00,0.7603933811187744,0.767971932888031,0.7603933811187744,0.7655760049819946,4454912,0.0,0.0,MATIC-USD
2024-04-13 12:45:00+00:00,0.7655861973762512,0.7659960985183716,0.7646841406822205,0.7659430503845215,159168,0.0,0.0,MATIC-USD
2024-04-13 13:00:00+00:00,0.7658149003982544,0.7672619819641113,0.7648466229438782,0.7672619819641113,0,0.0,0.0,MATIC-USD
2024-04-13 13:15:00+00:00,0.7670976519584656,0.7674415111541748,0.7648206949234009,0.7648206949234009,0,0.0,0.0,MATIC-USD
2024-04-13 13:30:00+00:00,0.7648338079452515,0.7648338079452515,0.761328935623169,0.761328935623169,1042304,0.0,0.0,MATIC-USD
2024-04-13 13:45:00+00:00,0.7612772583961487,0.7621060013771057,0.76121985912323,0.7617123126983643,0,0.0,0.0,MATIC-USD
2024-04-13 14:00:00+00:00,0.7616849541664124,0.7616849541664124,0.7593753337860107,0.759891927242279,0,0.0,0.0,MATIC-USD
2024-04-13 14:15:00+00:00,0.7599620223045349,0.7600968480110168,0.7593560814857483,0.7599084973335266,0,0.0,0.0,MATIC-USD
2024-04-13 14:30:00+00:00,0.759917676448822,0.759917676448822,0.7563760280609131,0.7563760280609131,69568,0.0,0.0,MATIC-USD
2024-04-13 14:45:00+00:00,0.7563894391059875,0.7563894391059875,0.7538626194000244,0.7552952170372009,743040,0.0,0.0,MATIC-USD
2024-04-13 15:00:00+00:00,0.755359947681427,0.7554097771644592,0.753282368183136,0.753282368183136,0,0.0,0.0,MATIC-USD
