Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-04-14 00:00:00+00:00,554.3046264648438,554.3153076171875,549.3479614257812,550.8500366210938,15690240,0.0,0.0,BNB-USD
2024-04-14 00:15:00+00:00,549.9205322265625,550.5828247070312,542.3170166015625,545.7279052734375,17814784,0.0,0.0,BNB-USD
2024-04-14 00:30:00+00:00,544.9035034179688,548.9679565429688,544.9035034179688,547.7557373046875,14748416,0.0,0.0,BNB-USD
2024-04-14 00:45:00+00:00,548.3058471679688,550.3282470703125,545.8702392578125,546.2750244140625,9000192,0.0,0.0,BNB-USD
2024-04-14 01:00:00+00:00,546.2816162109375,546.7476196289062,540.9239501953125,542.0386962890625,3340800,0.0,0.0,BNB-USD
2024-04-14 01:15:00+00:00,542.1207275390625,547.9923095703125,542.1207275390625,547.9923095703125,15404544,0.0,0.0,BNB-USD
2024-04-14 01:30:00+00:00,547.7603149414062,552.7003784179688,547.7603149414062,551.482421875,6696448,0.0,0.0,BNB-USD
2024-04-14 01:45:00+00:00,551.9967651367188,553.5119018554688,551.382080078125,551.5409545898438,0,0.0,0.0,BNB-USD
2024-04-14 02:00:00+00:00,551.591796875,552.103515625,550.119384765625,550.1363525390625,0,0.0,0.0,BNB-USD
2024-04-14 02:15:00+00:00,550.1527099609375,550.1751708984375,547.1112060546875,548.1478271484375,4128000,0.0,0.0,BNB-USD
2024-04-14 02:30:00+00:00,548.2814331054688,548.2814331054688,547.2162475585938,547.2162475585938,0,0.0,0.0,BNB-USD
2024-04-14 02:45:00+00:00,547.0951538085938,548.7109375,546.1481323242188,548.29443359375,421888,0.0,0.0,BNB-USD
2024-04-14 03:00:00+00:00,548.2254028320312,548.2254028320312,538.9385375976562,538.9385375976562,0,0.0,0.0,BNB-USD
2024-04-14 03:15:00+00:00,538.3920288085938,542.5733642578125,538.1290283203125,541.5030517578125,10390016,0.0,0.0,BNB-USD
2024-04-14 03:30:00+00:00,541.5159912109375,547.9767456054688,541.5159912109375,547.9767456054688,5632512,0.0,0.0,BNB-USD
2024-04-14 03:45:00+00:00,547.6613159179688,548.0291748046875,545.8984985351562,548.0291748046875,10371840,0.0,0.0,BNB-USD
2024-04-14 04:00:00+00:00,547.7310791015625,549.0368041992188,547.5726318359375,549.0368041992188,1909760,0.0,0.0,BNB-USD
2024-04-14 04:15:00+00:00,549.4172973632812,554.786865234375,549.4172973632812,554.786865234375,13694976,0.0,0.0,BNB-USD
2024-04-14 04:30:00+00:00,554.6209106445312,555.3209228515625,553.2765502929688,554.3287353515625,5842688,0.0,0.0,BNB-USD
2024-04-14 04:45:00+00:00,554.5691528320312,555.7264404296875,554.5361938476562,555.5147094726562,0,0.0,0.0,BNB-USD
2024-04-14 05:00:00+00:00,555.5137329101562,561.0701904296875,555.1964111328125,560.8994750976562,7873280,0.0,0.0,BNB-USD
2024-04-14 05:15:00+00:00,560.8932495117188,560.8932495117188,558.2015380859375,560.65625,6330112,0.0,0.0,BNB-USD
2024-04-14 05:30:00+00:00,560.8321533203125,563.8363037109375,560.718505859375,563.6011352539062,10268416,0.0,0.0,BNB-USD
2024-04-14 05:45:00+00:00,563.47412109375,563.6222534179688,561.8319702148438,563.1002197265625,2442240,0.0,0.0,BNB-USD
2024-04-14 06:00:00+00:00,562.9880981445312,563.6705932617188,561.47314453125,562.34765625,0,0.0,0.0,BNB-USD
2024-04-14 06:15:00+00:00,562.5366821289062,565.9489135742188,562.0427856445312,565.6351928710938,7701504,0.0,0.0,BNB-USD
2024-04-14 06:30:00+00:00,565.8161010742188,566.54638671875,564.7886962890625,566.54638671875,4612352,0.0,0.0,BNB-USD
2024-04-14 06:45:00+00:00,566.7750244140625,568.6104736328125,566.450439453125,566.832275390625,9885952,0.0,0.0,BNB-USD
2024-04-14 07:00:00+00:00,566.9931030273438,567.4872436523438,566.5922241210938,566.7366943359375,1548544,0.0,0.0,BNB-USD
2024-04-14 07:15:00+00:00,566.5194702148438,566.5194702148438,563.5657958984375,563.5657958984375,0,0.0,0.0,BNB-USD
2024-04-14 07:30:00+00:00,563.3778076171875,566.4102783203125,563.3143920898438,566.4102783203125,3571968,0.0,0.0,BNB-USD
2024-04-14 07:45:00+00:00,566.6185913085938,567.21435546875,564.9615478515625,565.45263671875,1378816,0.0,0.0,BNB-USD
2024-04-14 08:00:00+00:00,565.6670532226562,565.6925659179688,563.7628784179688,563.7628784179688,0,0.0,0.0,BNB-USD
2024-04-14 08:15:00+00:00,563.5743408203125,563.5743408203125,562.3668823242188,563.5529174804688,2110976,0.0,0.0,BNB-USD
2024-04-14 08:30:00+00:00,563.8499755859375,564.5347900390625,562.4199829101562,562.5106811523438,0,0.0,0.0,BNB-USD
2024-04-14 08:45:00+00:00,562.119140625,562.119140625,559.15234375,560.1002807617188,3577088,0.0,0.0,BNB-USD
2024-04-14 09:00:00+00:00,560.502197265625,562.0235595703125,560.1970825195312,560.1970825195312,1487872,0.0,0.0,BNB-USD
2024-04-14 09:15:00+00:00,560.2041625976562,560.4113159179688,558.1171875,558.2281494140625,2310912,0.0,0.0,BNB-USD
